id,ticket,category,sub_category,entity_start,entity_end,entity_label,label
78,"Hi, I would like to change the schedule of my shift from May 22nd to June 1st because I have to accompany my son to school. Do you think it is possible, please? Best Regards, Ansaldo",Timetable change,Shift change,64,74,location,Timetable change_Shift change
78,"Hi, I would like to change the schedule of my shift from May 22nd to June 1st because I have to accompany my son to school. Do you think it is possible, please? Best Regards, Ansaldo",Timetable change,Shift change,28,60,airport,Timetable change_Shift change
78,"Hi, I would like to change the schedule of my shift from May 22nd to June 1st because I have to accompany my son to school. Do you think it is possible, please? Best Regards, Ansaldo",Timetable change,Shift change,90,100,date_travel,Timetable change_Shift change
79,"Dear Reception, I have to spend 6 months in Braunchweig and I am looking for an accomodation, can you please provide me some information ? Kind Regards, Willfried Köster",Ask information,Accommodation,127,143,location,Ask information_Accommodation
79,"Dear Reception, I have to spend 6 months in Braunchweig and I am looking for an accomodation, can you please provide me some information ? Kind Regards, Willfried Köster",Ask information,Accommodation,55,63,duration,Ask information_Accommodation
80,"Dear HR, I would like to request some time off due to a family reunion next week. Thank you , Klaus-Michael Stahr",Life event,Personal issues,54,59,location,Life event_Personal issues
81,"Hello, due to an unexpected life event I have to ask some additional time off. A close family member of mine suffers from a serious illness. Please accept the attached request. Katarina Fischer.",Life event,Personal issues,63,70,location,Life event_Personal issues
82,"Dear Director, I have an issue with my salary and I would discuss about it with you. I believe I am not paid fairly and I would like to request an eplaination for gender pay gap of 9.7%. I also believe gender pay gap should be treated more seriously in our company. Kind Regards, Alfons Schleich",Salary,Gender pay gap,129,139,date_travel,Salary_Gender pay gap
83,"Good morning, I would like to request some time off for personal issues. I recently suffered from a robbery in my house and I have to go to the police station. Alba Sevillano",Life event,Personal issues,68,81,location,Life event_Personal issues
84,"Dear travel manager, the plane ticket I bought for the flight from Bari to Weeze at 15/09/2018 has been debited twice so I request a refund for the amount exceeded. Hereafter the information regarding my reservation. Travel day: 15/09/2018. Departure: Bari. Destination: Weeze. Book number: AC123YY. I remain disposal for further request. Kind Regards, Ermes Columbo",Refund,Refund travel,87,96,duration,Refund_Refund travel
84,"Dear travel manager, the plane ticket I bought for the flight from Bari to Weeze at 15/09/2018 has been debited twice so I request a refund for the amount exceeded. Hereafter the information regarding my reservation. Travel day: 15/09/2018. Departure: Bari. Destination: Weeze. Book number: AC123YY. I remain disposal for further request. Kind Regards, Ermes Columbo",Refund,Refund travel,93,103,date_start_absence,Refund_Refund travel
84,"Dear travel manager, the plane ticket I bought for the flight from Bari to Weeze at 15/09/2018 has been debited twice so I request a refund for the amount exceeded. Hereafter the information regarding my reservation. Travel day: 15/09/2018. Departure: Bari. Destination: Weeze. Book number: AC123YY. I remain disposal for further request. Kind Regards, Ermes Columbo",Refund,Refund travel,119,141,reason,Refund_Refund travel
84,"Dear travel manager, the plane ticket I bought for the flight from Bari to Weeze at 15/09/2018 has been debited twice so I request a refund for the amount exceeded. Hereafter the information regarding my reservation. Travel day: 15/09/2018. Departure: Bari. Destination: Weeze. Book number: AC123YY. I remain disposal for further request. Kind Regards, Ermes Columbo",Refund,Refund travel,83,88,number_of_days,Refund_Refund travel
84,"Dear travel manager, the plane ticket I bought for the flight from Bari to Weeze at 15/09/2018 has been debited twice so I request a refund for the amount exceeded. Hereafter the information regarding my reservation. Travel day: 15/09/2018. Departure: Bari. Destination: Weeze. Book number: AC123YY. I remain disposal for further request. Kind Regards, Ermes Columbo",Refund,Refund travel,129,163,reason_of_change,Refund_Refund travel
84,"Dear travel manager, the plane ticket I bought for the flight from Bari to Weeze at 15/09/2018 has been debited twice so I request a refund for the amount exceeded. Hereafter the information regarding my reservation. Travel day: 15/09/2018. Departure: Bari. Destination: Weeze. Book number: AC123YY. I remain disposal for further request. Kind Regards, Ermes Columbo",Refund,Refund travel,83,98,date,Refund_Refund travel
85,"Dear Manager, I would like to ask a 1:1 office hour to discuss some internal problems in my team. I think the roles are not well defined and this is due to our superior not being committed and not trusting the team. Apart from complaints, I also have some propositions and I would like to discuss them with you. Please let me know. Thanks, Frank-Peter Hoffmann",Complaint,complaint,103,119,date,Complaint_complaint
85,"Dear Manager, I would like to ask a 1:1 office hour to discuss some internal problems in my team. I think the roles are not well defined and this is due to our superior not being committed and not trusting the team. Apart from complaints, I also have some propositions and I would like to discuss them with you. Please let me know. Thanks, Frank-Peter Hoffmann",Complaint,complaint,76,109,description_life_event,Complaint_complaint
86,"Hi, I would like to request an explanation for gender pay gap of 29.7% that I witnessed in the last month. Please provide explanation for this. Enrico Chinnici",Salary,Gender pay gap,54,56,increase_in_percentage,Salary_Gender pay gap
87,"Dear Manager, one of my closest friend passed away and I would like to request some time off (3 days). This is an unpleasant and exceptional life event so I hope you will understand. Thank you, Patrick Schüller",Life event,Personal issues,98,104,salary,Life event_Personal issues
88,"Hi, my flight dem Newark to Luis Munoz International Airport in Saint Juan was deleted on 17/11/2021, so I want to apply for a refund. Please let me know how to correctly proceed. Kind Regards, Jeffrey Chase",Refund,Refund travel,187,193,salary,Refund_Refund travel
88,"Hi, my flight dem Newark to Luis Munoz International Airport in Saint Juan was deleted on 17/11/2021, so I want to apply for a refund. Please let me know how to correctly proceed. Kind Regards, Jeffrey Chase",Refund,Refund travel,168,188,reason_of_change,Refund_Refund travel
